Feature_ID,Pass_N,Fail_N,Pass_Mean,Fail_Mean,F_stat,p_value,Eta_Squared,BH_Adjusted_p,BH_Significant,Bonferroni_Adjusted_p,Bonferroni_Significant
59,1456,104,2.563464217032967,8.515123076923079,38.75706032249528,6.158394323177982e-10,0.024272358823744643,3.6334526506750097e-07,True,3.633452650675009e-07,True
103,1461,104,-0.009912662559890486,-0.008052884615384615,36.56998586109344,1.8390389964533636e-09,0.022862385631352556,5.425165039537423e-07,True,1.0850330079074846e-06,True
510,1461,104,54.44059137577002,74.34794903846154,27.543103493567738,1.7470623461839753e-07,0.017316791624867222,3.435889280828485e-05,True,0.00010307667842485454,True
348,1439,104,0.02429068797776233,0.03044807692307692,26.565103540863714,2.877548412809987e-07,0.016946730621176537,4.2443839088947304e-05,True,0.00016977535635578922,True
431,1462,103,21.191220656634748,38.92410291262136,23.165814790740125,1.629757863204241e-06,0.014604913669631913,0.00019231142785810045,True,0.0009615571392905022,True
434,1462,103,13.719237346101233,29.136890291262137,19.8970387725126,8.756521971663399e-06,0.012570014527250702,0.0008610579938802343,True,0.005166347963281405,True
430,1462,103,17.368449863201093,33.37019805825242,19.16758392747461,1.2767722928083028e-05,0.012114762128986477,0.0010761366467955695,True,0.007532956527568986,True
435,1462,103,8.376003761969905,23.48906893203884,18.81659410421023,1.531226170477169e-05,0.011895559936811862,0.0011143074542434863,True,0.009034234405815297,True
21,1462,103,-5636.437585499316,-5362.27427184466,18.615052640113053,1.6997910318968436e-05,0.011769648125844467,0.0011143074542434863,True,0.010028767088191377,True
28,1462,103,69.59803235294117,68.10140582524272,18.18843816406032,2.1207677719395562e-05,0.011503017429838445,0.0012089170288181641,True,0.012512529854443382,True
436,1462,103,6.5329430232558146,21.428146601941748,18.071139267766785,2.2539131045762382e-05,0.011429681321066922,0.0012089170288181641,True,0.013298087316999805,True
129,1454,104,-0.5879594222833563,-0.08264134615384615,16.806848892019207,4.351955026227231e-05,0.010685895031458552,0.0021397112212283888,True,0.025676534654740665,True
298,1462,103,0.06205738714090288,0.08860291262135923,16.60188370695706,4.841829626953139e-05,0.010510169605518777,0.00219744575377104,True,0.02856679479902352,True
210,1439,104,0.08770653231410702,0.10490576923076923,16.37659291872172,5.449634402004251e-05,0.010515499586410187,0.0022966316408446485,True,0.03215284297182508,True
163,1462,103,0.13695690834473323,0.18630097087378644,15.893327409878614,7.010501518094945e-05,0.010066118548965636,0.0027574639304506782,True,0.041361958956760175,True
124,1454,104,15.791836313617605,15.834807692307692,13.86947332007595,0.00020294784021812043,0.008834793946750578,0.007483701608043191,True,0.11973922572869106,False
295,1462,103,246.0590158002736,351.50814368932043,13.414974677302508,0.0002579458175465119,0.00850979906483609,0.008952237197202473,True,0.15218803235244202,False
